,tweets,target
1949,Wrigley Field Removes Iconic Ivy From Urinal Troughs  ,1
1950,Neither Pickup Basketball Team Has Scored In Over 2 Hours  ,1
1951,Running Back Interested In Going In Different Directions After Learning To Cut  ,1
1952,Johnny Manziel Forced To Wear Cleveland Browns Jersey In Cruel Rookie Hazing Incident  ,1
1953,"Cardinals To Donate $1,000 To Charity Every Time John Lackey Hits A Batter  ",1
1954,Tiger Woods Developing Swing That Doesn’t Send Pain Shooting Through Every Inch Of Body  ,1
1955,Pitiful Man Struggles To Find Reason Not To Watch Rebroadcast Of 2006 Michigan-Ohio State Game ,1
1956,Fan At Indians Game Upset To Find Someone Else In His Section  ,1
1957,Rookie Infielder Still Learning Names Of Every Base ,1
1958,Report: Majority Of Football Fans Better Informed On Health Of NFL Players Than Parents  ,1
1959,Roger Goodell To NFL Players: 'Murdering Your Wife Will Result In Automatic 4-Game Suspension'  ,1
1960,Rape Investigation Finds Star College Quarterback Has Got The Goods ,1
1961,Bud Selig Still Hoping To See Game At Every Major League Baseball Stadium  ,1
1962,Texans Confident They Have Right Pieces In Place To Make Deep Preseason Run  ,1
1963,"BREAKING: Cavaliers Agree To Trade Andrew Wiggins, LeBron James For Kevin Love  ",1
1964,Report: 76ers Have Enough Cap Space To Infuriate Fan Base ,1
1965,Christoph Kramer Still In Brazil Celebrating Germany World Cup Win  ,1
1966,Brazilian Government Posts Listings For 12 Soccer Stadiums On Craigslist  ,1
1967,Derek Jeter Beaned Twice In All-Star Game,1
1968,"Baseball Fans Excited For All-Star Game, Theoretically  ",1
1969,"'Grizzlies Gonna Make Some Noise With Vince Carter,' Says Man Who Can Never Unspeak Those Words",1
1970,Tony Siragusa Somehow Not Replaced By Fox Sports,1
1971,World Cup Inspires Whole New Generation Of Foreign Players To Someday Play For U.S.  ,1
1972,Messi: ‘I’m Sorry I Let Down The People Of Barcelona’  ,1
1973,Miami Fans Burning Game-Worn LeBron James Jerseys,1
1974,Desperate ESPN Begs LeBron James To Reconsider Staying With Heat,1
1975,Sports Illustrated Not Sure Why They Waited Week Before Running LeBron's Letter,1
1976,NFL Releases New Study On Dangers Of Concussions In Youth Soccer  ,1
1977,2014 World Cup Final Preview  ,1
1978,Man Who Watched Most Of World Cup Match Knows Exactly How To Fix U.S. Team  ,1
1979,All 10 People In Basketball Gym Just Shooting Around By Selves,1
1980,Mid-Level Adidas Employee Boasting Nonstop That Sponsoring World Cup Was His Idea,1
1981,Brazil Dedicates 7-1 Defeat To Neymar  ,1
1982,Impoverished Country Clinging To Soccer Probably Going To Handle This Well #BRAvsGER,1
1983,FIFA To Punish Luis Suarez By Forcing Him To Play For Brazil In Second Half #BRAvsGER,1
1984,Brazil Fans Leave Stadium Early To Get Head Start On Rioting,1
1985,BREAKING: World Cup Announcer One German Goal Away From Comparing Match To Holocaust,1
1986,German Team Hoping To Lift Nation’s Spirit Following Reports Of 5% Unemployment  ,1
1987,Area Man Hasn't Heard Of Any Countries Remaining In World Cup,1
1988,Ravens Warn Rookies To Save Some Extra Money For Bail  ,1
1989,Sports' Greatest Fourth Of July Moments ,1
1990,Report: End Zones Are The 2 Big Trees And The Parking Lot  ,1
1991,World Cup Referee Accidentally Grabs Stack Of Hundreds Instead Of Yellow Card  ,1
1992,Goalkeeper Announces Plans To Frantically Wave And Yell At Teammates Before Corner Kicks  #USAvsGermany,1
1993,Complacent Jazz Just Ask NBA To Draft Them A Forward ,1
1994,STRENGTHS: Obliviousness to social norms; Sharp molars in lower jaw  ,1
1995,New Report Suggests It Kind Of Weird Baseball Uniforms Have Belts  ,1
1996,Man Watching World Cup Thought He Would’ve Seen More Bicycle Kicks By Now  ,1
1997,Man Stays Up Late To Catch Highlights Of Game He Watched In Its Entirety,1
1998,Report: Probably Some Reason Soccer Players Entering Stadium With Small Children  ,1
1999,Erik Spoelstra Under Impression Big 3 Will Take Pay Cut To Keep Playing Under Him  ,1
2000,World Cup Soccer Ball Hasn’t Touched Ground In 2 Minutes,1
2001,"World Cup Stadium's Walls Reinforced With 10,000 Homeless Brazilians  ",1
2002,"World Cup Crowd Blends 75,000 Racist Slurs Into One Beautiful Roar",1
2003,Tim Duncan Busy At San Antonio Zoning Office Planning Spurs Championship Parade Route  ,1
2004,In-Game Announcer Audible Beneath Highlights Announcer,1
2005,Miami Heat Don’t Have Heart To Tell Devoted Fans They Lost NBA Finals  ,1
2006,Spurs Nearly Live Up To Gregg Popovich’s Expectations  ,1
2007,Can Connor Huntsman be the difference in #USAvsGHA? Onion Sports previews the U.S. World Cup squad ,1
2008,Jurgen Klinsmann Ends Moving Pregame Speech With ‘We’re Probably Going To Lose Though’  ,1
2009,Cristiano Ronaldo is taking the field for #GermanyvsPortugal. Did you know his favorite player growing up was Cristiano Ronaldo?,1
2010,Tune in to #ESPvsNED to see if Spain will adjust their original game plan of just flying to Brazil and winging it ,1
2011,It's 1-1 at halftime of #ESPvsNED. Did you know Holland's preferred grass height is between 51.436mm and 51.438mm? ,1
2012,Robin Van Persie just scored for Holland. Did you know his biggest fear is the ball coming alive and eating his foot? ,1
2013,"With the tournament now under way, Onion Sports provides an introduction to World Cup soccer  ",1
2014,Bribery Suspected After 2022 World Cup Moved To Richard Branson’s Backyard  ,1
2015,Neymar just scored at the 2014 World Cup. Did you know he's the son of two world-class soccer balls?  #BrazilvsCroatia,1
2016,World Cup 2014 is under way. Did you know host nation Brazil's roster contains a record seven “Next Pele's? ,1
2017,"Before the World Cup, familiarize yourself with the basics of the sport of soccer ",1
2018,L.A. Mayor Pledges To Eat Sackful Of New York Garbage If Kings Lose Stanley Cup  ,1
2019,ESPN Already Developing ‘30 For 30’ On Impending Incident In Brazil,1
2020,World’s Greatest Soccer Stars Arrive In Brazil For Monthlong Coca-Cola Ad  ,1
2021,Report: John Calipari Offered Cavaliers $20 Million To Leave Him Alone  ,1
2022,From The Archives: Rafael Nadal Credits French Open Success To Living In A World Of Clay ,1
2023,Mom’s Quirky Friend Turns Out To Be Joakim Noah  ,1
2024,Bill Simmons Ventures Into Interdimensional Vortex To Find Out If LeBron James Could Dominate In Different NBA Eras ,1
2025,Rangers Counting On Henrik Lundqvist To Step Up On Offense ,1
2026,Report: Slow Motion High Fiving Still Best Way To Round Out Pre-Commercial Highlight Montage,1
2027,ESPN Now Allowing Second-Year Anchors To Live Off Campus ,1
2028,"Only Thing Sustaining Bond Between Father, Son Sinks To Last Place In NL East",1
2029,Newly Drafted Stock Car Purchases Brand-New Garage For Mom,1
2030,Cavaliers GM Believes Joel Embiid Perfect Prospect To Build Medical Team Around ,1
2031,Jumbotron Video Feed Several Seconds Ahead Of Game,1
2032,Patrick Ewing Donates Bucket Of Game Sweat To NBA Hall Of Fame  ,1
2033,POLL: What Do You Think Of Steve Ballmer Spending $2 Billion On The Clippers?  ,1
2034,Derrick Rose Pretty Sure He Just Tore ACL By Looking At Knee  ,1
2035,Training Montage Just Various Syringes Being Filled,1
2036,"Nation Will Always Have Fond, Vague Recollection Of Landon Donovan  ",1
2037,MLB Bans Managers From Using Electric Prods To Force Players Into Batting Cages  ,1
2038,Recovering Prince Fielder Sick Of Pounds And Pounds Of Hospital Food  ,1
2039,Indiana Pacers Insist They Going Down Without Fight,1
2040,Eager Child In Mezzanine Greatly Overestimating T-Shirt Girl’s Arm,1
2041,Batting Helmet Still Wet From Last Guy,1
2042,Girl Dating Star Recruit Thrilled To Learn Auburn Athletic Department Hiring  ,1
2043,Traveler Warned He’s In Montana Tech Orediggers Country Now,1
2044,Who Is California Chrome?  ,1
2045,Ron Harper Won’t Stop Telling People He Was On Dream Team ,1
2046,England Announces Roster Of World Cupsmen,1
2047,Miami Heat Confident They Have The Right Officiating To Triumph Over Pacers ,1
2048,3 Sports Scientists Killed Attempting To Harness X Factor  ,1
2049,Sports Radio Host Going To Get To A Lot Of Exciting Topics In The Next Hour,1
2050,New York City Flooded By Draining Of CC Sabathia's Knee  ,1
2051,Bears Extend Brandon Marshall For 3 More Regular Seasons,1
2052,Everyone On NFL Network Talking At Same Time,1
2053,Amnesty International Blasts Conditions Of NHL Penalty Boxes  ,1
2054,"‘I’m Going To Kill All Of Them,’ Whispers Little League Right Fielder to Glove  ",1
2055,"Masahiro Tanaka Caught Doctoring Ball With Spirits Of 1,000 Ancestors ",1
2056,Umpire Can’t Believe How Big Grandson’s Strike Zone's Grown,1
2057,Jerry Jones Not Ruling Out Someday Trading Way Too Much For Johnny Manziel ,1
2058,Report: Several NBA Teams Express Interest In Firing Mike Brown,1
2059,Opposing Team Terrified After Seeing Home Fans All Wearing Same Color T-Shirt ,1
2060,NFL Study Finds Full Potential Of Selected Players Can't Be Determined Until 3 Days After Draft,1
2061,One Million Gather In Confetti-Filled Times Square As U.S. Unveils World Cup Roster  ,1
2062,Local Man Not Sure How He Ended Up In Boxing Entourage  ,1
2063,"Unsettling Basketball Article Praises Portland Trail Blazers’ Young, Voluptuous Talent ",1
2064,"‘You’re Mine Now,’ Smiling Roger Goodell Whispers While Posing With Jadeveon Clowney",1
2065,Mel Kiper Trapped For 3 Days Under Toppled Big Board  ,1
2066,Onion Sports predicts the first 10 picks of tonight's NFL Draft: ,1
2067,Karl Ravech Surprises Wife With Beautiful Web Gem,1
2068,Michael Jordan Mulling Return To Craps Table ,1
2069,NFL Thankful Northwestern’s Activist Players Will Never Make It To League ,1
2070,"The Week In Sports – Week Of May 3, 2014 ",1
2071,Horse Always Running Through Neighborhood Probably In This Year’s Kentucky Derby  ,1
2072,Report: Injuries On Rise As More MLB Players Sliding Headfirst Into Dugout  ,1
2073,POLL: Did The NBA Fairly Punish Clippers Owner Donald Sterling?  ,1
2074,Curious David Ortiz Wondering What Happens To Players After They Retire  ,1
2075,Curious David Ortiz Wondering What Happens To Players After They Retire ,1
2076,Dad Knows Guy At Work Whose Son Plays Triple-A ,1
2077,Thousands Of College Football Players Expected To Play Through Season With Broken NCAA System ,1
2078,Clippers Retire Donald Sterling Jersey  ,1
2079,"'Best Record In Baseball,' Brewers Fan Sadly Mutters To Self | More Sports News: ",1
2080,"Donald Sterling: 'Well, Time To Go Off Somewhere And Die'  ",1
2081,NBA Fines Clippers For Leaving Warm-Ups On Floor | More Sports News: ,1
2082,Americans Once Again Inspired As Kerri Strug Limps To Liquor Store ,1
2083,POLL: Should The NBA Raise The Eligibility Age To 20?  ,1
2084,Local Dumbfuck On Jumbotron Waits Until Last Damn Second To Wave ,1
2085,Tony Romo Leads Cowboys’ Intense Jazzercise Routine ,1
2086,Robinson Cano Didn’t Realize Mariners Expected Him To Run Their Social Media Too ,1
2087,Tim Duncan Asks Jumbotron Operator To Put On 'Cosmos' During Timeouts | More Sports News: ,1
2088,Chris Paul Encourages Local Juveniles To Stay Out Of Foul Trouble ,1
2089,From The Archives: Wrigley Field Supporters Propose Tearing Down Rest Of Chicago ,1
2090,NFL GMs Frantically Studying Bleacher Report Slideshow On Top College Prospects ,1
2091,Facts Man Learned From 'Around The Horn' Used To Evaluate Arguments On 'PTI' | More Sports News: ,1
2092,Camden Yards Concessions To Stop Selling Crack After Seventh Inning ,1
2093,"The Week In Sports – Week Of April 19, 2014 ",1
2094,Catcher Keeps Signaling 'I Love You'  ,1
2095,"Jaguars Surprised By String Of Prospects Openly Discussing Prior Drug Use, Criminal Activity During Interviews ",1
2096,POLL: What Do You Think Of The MLB’s New Instant Replay System?  ,1
2097,Joe Dumars Resigns To Spend More Time Rebuilding Family ,1
2098,Scouts Confident Johnny Manziel Has Enough Character Issues To Succeed In NFL  | More Sports News: ,1
2099,Aldon Smith Quietly Relieved Terrorist Plot Wasn’t Totally Compromised ,1
2100,Yankees To Rest Derek Jeter For Remaining 149 Games Of Regular Season | More Sports News: ,1
2101,Intramural Rugby Game Taking Up Field For Last 2 Fucking Hours ,1
2102,Rival PGA Hooligans Clash During Final Round Of Masters  ,1
2103,NBA Announces Initiative To Reduce League’s Garbage Time By 50% ,1
2104,Joakim Noah Sets NBA Record For Most Consecutive Screams ,1
2105,In Focus: Thunderstorms Force PGA Organizers To Move Masters Indoors ,1
2106,Baseball Fans Call For More Goofy-As-Shit Batting Stances  ,1
2107,"""That’s the place where all the shittiness happens."" ",1
2108,Child Shown Field Where Cubs Suck  ,1
2109,NBA Viewers Ruled Out Until Playoffs ,1
2110,.@SportsCenter Throws To Man With Accent To Talk About World Cup For 46 Seconds | More Sports News: ,1
2111,PHOTO: Dale Earnhardt Jr. Catches On Fire During Press Conference ,1
2112,"Entire ‘One Shining Moment’ Montage Just Miserable Duke Players, Fans Following Loss | More Sports News: ",1
2113,Buster Olney Breaks In New Microphone By Tucking It Under Mattress For Night ,1
2114,NFL Increasingly Worried About Character Issues Of Fans ,1
2115,Coco Crisp Shyly Asks Bob Melvin If A’s Are Poor ,1
2116,POLL: What Are You Most Looking Forward To This Baseball Season?  ,1
2117,Sportscenter Just Full Hour Of 6-4-3 Double Plays ,1
2118,Ryan Braun Desperate To Regain Trust Of Fans Before Cheating Again ,1
2119,Nation Already Sick Of Baseball ,1
2120,Maurice Jones-Drew Excited About Fresh Start With Different 4-12 Team | More Sports News: ,1
2121,NBA Players Unhappy About New Full-Body Jerseys ,1
2122,Kevin Garnett Mostly Just Pounding Chest To Keep Heart Going At This Point ,1
2123,DeSean Jackson Confident He’ll Land With Several Teams Next Season | More Sports News: ,1
2124,Local Father Briefs Family On Which Basketball Players Now Household Names ,1
2125,"Mark From Sales Currently Leading Bracket Pool

You Know, Mark ",1
2126,Charles Barkley Openly Gambling On College Games During CBS Halftime Report ,1
2127,OSN shares its expert analysis on the teams that will come away with victory  ,1
2128,Mark Cuban Warns NFL’s Popularity May Begin To Wane In Next Millennium ,1
2129,NHL Players Admit They Have No Idea How Line Changes Work ,1
2130,Eagles Add Veteran Fuckup  ,1
2131,Browns Eyeing 6 Quarterbacks To Rifle Through In 2014 ,1
2132,College Basketball Bench Has Been Interlocking Arms Since Tipoff | More Sports News: ,1
2133,In Focus: NCAA Tournament Proving That Mid-Major Semi-Upper-Lower-Middle-Mids Should Be Taken Seriously ,1
2134,Surge Answered With Rally ,1
2135,In Focus: Coworker Running NCAA Tournament Pool Really Relishing His One Week Of Significance ,1
2136,Area Man’s Emotional State Completely Dependent On Outcome Of Professional Sporting Event  ,1
2137,"Area Man’s Emotional State Completely Dependent On Outcome Of Professional Sporting Event
 ",1
2138,NCAA Receives Shipment Of Towels For Placing Over Losers' Faces ,1
2139,Helmets At Batting Cages Repulsive | More Sports News: ,1
2140,In Focus: Boss Really Getting On Man's Ass About Finishing NCAA Bracket ,1
2141,In Focus: Prophetic Basketball Analyst Predicts There Will Be Upsets During NCAA Tournament ,1
2142,"This goes without saying, but always fill out your bracket clockwise.  #BracketTips",1
2143,"Don’t put your trust in any of the teams. They’re just kids, after all.  ",1
2144,NFL Announces Jacksonville Jaguars To Play 16 Games In London Next Season ,1
2145,Report: Your Bracket Already Fucked | More Sports News: ,1
2146,Area Man Having Difficulty Getting People To Sign Up For His NIT Bracket Pool ,1
2147,In Focus: Incredibly Hip NCAA Counter-Committee Ranks Field Of 64 Teams You've Never Heard Of ,1
